,year,state,sl55,sl65,sl70,sl75,slnone,seatbelt,minage,zerotol,gdl,bac10,bac08,perse,totfat,nghtfat,wkndfat,totfatpvm,nghtfatpvm,wkndfatpvm,statepop,totfatrte,nghtfatrte,wkndfatrte,vehicmiles,unem,perc14_24,sl70plus,sbprim,sbsecon,d80,d81,d82,d83,d84,d85,d86,d87,d88,d89,d90,d91,d92,d93,d94,d95,d96,d97,d98,d99,d00,d01,d02,d03,d04,vehicmilespc
596,2000,27,0,0,0,0,1,2,21,1,0,1,0,0,237,107,57,2.400000095,1.083999991,0.577000022,902195,26.27000046,11.85999966,6.320000172,9.875,5,14.69999981,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10945.52734
597,2001,27,0,0,0,0,1,2,21,1,0,1,0,0,230,97,46,2.299999952,0.970000029,0.460000008,905382,25.39999962,10.71000004,5.079999924,10,4.599999905,14.20000076,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11045.06152
598,2002,27,0,0,0,0,1,2,21,1,0,1,0,0,269,130,57,2.589999914,1.251999974,0.549000025,910372,29.65999985,14.32999992,6.28000021,10.38461971,4.599999905,14,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,11407.00684
599,2003,27,0,0,0,0,1,2,21,1,0,0.25,0.75,0,262,126,64,2.410000086,1.159000039,0.588999987,917621,28.54999924,13.7300005,6.970000267,10.87137032,4.699999809,13.79999924,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11847.34277
600,2004,27,0,0,0,0,1,2,21,1,0,0,1,0,229,102,50,2.039999962,0.908999979,0.444999993,927000,24.70000076,11,5.389999866,11.22549057,4.400000095,13.60000038,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12109.48242
601,1980,28,1,0,0,0,0,0,19.5,0,0,1,0,0,396,217,124,3.5,1.917999983,1.095999956,1569825,25.22999954,13.81999969,7.900000095,11.31429005,4.099999905,18.79999924,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7207.357422
602,1981,28,1,0,0,0,0,0,20,0,0,1,0,0,378,204,106,3.286000013,1.773000002,0.921000004,1578523,23.03999901,12.92000008,6.71999979,11.50399971,4.099999905,18.29999924,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7287.825195
603,1982,28,1,0,0,0,0,0,20,0,0,1,0,0,261,114,65,2.279999971,0.995999992,0.568000019,1581785,16.5,7.210000038,4.110000134,11.44737053,6.099999905,17.70000076,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7236.995117
604,1983,28,1,0,0,0,0,0,20,0,0,1,0,0,255,116,71,2.210000038,1.004999995,0.61500001,1584302,16.10000038,7.319999695,4.480000019,11.53845978,5.699999809,17.20000076,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7282.992676
605,1984,28,1,0,0,0,0,0,20,0,0,1,0,0,285,118,68,2.380000114,0.985000014,0.568000019,1588629,17.94000053,7.429999828,4.28000021,11.97478962,4.400000095,16.69999886,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7537.813965
606,1985,28,1,0,0,0,0,0,21,0,0,1,0,0,237,103,49,1.970000029,0.856000006,0.407000005,1584663,14.96000099,6.5,3.089999914,12.03046036,5.5,16.10000038,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7591.810059
607,1986,28,1,0,0,0,0,2,21,0,0,1,0,0,290,136,68,2.299999952,1.078999996,0.538999975,1574339,18.42000008,8.640000343,4.320000172,12.6086998,5,15.70000076,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8008.884766
608,1987,28,0.25,0.75,0,0,0,0,21,0,0,1,0,0,297,138,58,2.269999981,1.054999948,0.442999989,1566559,18.96000099,8.809999466,3.700000048,13.08370018,4.900000095,15.19999981,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8351.87207
609,1988,28,0,1,0,0,0,0,21,0,0,1,0,0,261,129,81,1.950000048,0.963999987,0.605000019,1571464,16.61000061,8.210000038,5.149999619,13.38461971,3.599999905,14.69999981,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8517.292969
610,1989,28,0,1,0,0,0,0,21,0,0,1,0,0,296,108,54,2.150000095,0.783999979,0.39199999,1574880,18.79999924,6.859999657,3.429999828,13.7674408,3.099999905,14.30000114,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8741.898438
611,1990,28,0,1,0,0,0,0,21,0,0,1,0,0,262,118,71,1.879999995,0.847000003,0.509000003,1580664,16.57999992,7.46999979,4.489999771,13.93616962,2.200000048,14.10000038,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8816.655273
612,1991,28,0,1,0,0,0,0,21,0,0,1,0,0,275,123,70,1.950000048,0.871999979,0.495999992,1595919,17.22999954,7.710000038,4.390000343,14.10256004,2.799999952,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8836.638672
613,1992,28,0,1,0,0,0,0,21,0,0,1,0,0,269,103,56,1.840000033,0.704999983,0.382999986,1611687,16.69000053,6.389999866,3.470000029,14.61957073,3,14.10000038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9070.973633
614,1993,28,0,1,0,0,0,2,21,0.583000004,0,1,0,1,254,113,64,1.720000029,0.764999986,0.432999998,1625590,15.62999916,6.949999809,3.940000057,14.7674408,2.700000048,14.20000076,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9084.357422
615,1994,28,0,1,0,0,0,2,21,1,0,1,0,1,271,117,52,1.75,0.755999982,0.335999995,1639041,16.53000069,7.139999866,3.170000076,15.48571014,2.900000095,14.30000114,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9448.03125
616,1995,28,0,1,0,0,0,2,21,1,0,1,0,1,254,88,53,1.610000014,0.558000028,0.335999995,1656992,15.32999992,5.31000042,3.199999809,15.77640057,2.599999905,14.39999962,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9521.108398
617,1996,28,0,0.416999996,0,0.583000004,0,2,21,1,0,1,0,1,293,122,62,1.799999952,0.749000013,0.381000012,1673740,17.51000023,7.289999962,3.700000048,16.27778053,2.900000095,14.59999943,0.583000004,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9725.394531
618,1997,28,0,0,0,1,0,2,21,1,0,1,0,1,302,120,60,1.769999981,0.703000009,0.351999998,1686418,17.90999985,7.119999886,3.559999943,17.06215096,2.599999905,14.80000019,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10117.39063
619,1998,28,0,0,0,1,0,2,21,1,0,1,0,1,315,125,59,1.789999962,0.709999979,0.335000008,1695816,18.57999992,7.369999886,3.480000019,17.59776878,2.700000048,15.00000095,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10377.16895
620,1999,28,0,0,0,1,0,2,21,1,1,1,0,1,295,141,67,1.639999986,0.783999979,0.372000009,1704764,17.29999924,8.270000458,3.930000067,17.9878006,2.900000095,15.09999943,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10551.49023
621,2000,28,0,0,0,1,0,2,21,1,1,1,0,1,276,120,50,1.529999971,0.665000021,0.27700001,1711263,16.13000107,7.009999752,2.920000076,18.03922081,3,15.00000095,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10541.46582
622,2001,28,0,0,0,1,0,2,21,1,1,0.666999996,0.333000004,1,246,103,52,1.360000014,0.569000006,0.287,1720039,14.29999924,5.989999771,3.019999981,18.08823967,3.099999905,15.00000095,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10516.17969
623,2002,28,0,0,0,1,0,2,21,1,1,0,1,1,307,144,64,1.639999986,0.768999994,0.342000008,1727564,17.77000046,8.340000153,3.700000048,18.71950912,3.599999905,15.00000095,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10835.7832
624,2003,28,0,0,0,1,0,2,21,1,1,0,1,1,293,135,80,1.539999962,0.709999979,0.419999987,1739291,16.84999847,7.760000229,4.599999905,19.02597046,4,14.90000057,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10938.92285
625,2004,28,0,0,0,1,0,2,21,1,1,0,1,1,254,108,51,1.320000052,0.56099999,0.264999986,1747000,14.53999996,6.179999828,2.920000076,19.2424202,3.799999952,14.80000019,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11014.55078
626,1980,29,1,0,0,0,0,0,21,0,0,0,0,0,346,168,75,5.699999809,2.767999887,1.235999942,800493,43.22000122,20.98999977,9.369999886,6.070179939,6.199999809,18.29999924,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7583.051758
627,1981,29,1,0,0,0,0,0,21,0,0,0,0,0,294,134,61,4.513000011,2.056999922,0.93599999,847639,34.66999817,15.80999947,7.200000286,6.514999866,7.099999905,17.70000076,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7686.055176
628,1982,29,1,0,0,0,0,0,21,0,0,0,0,0,280,152,79,4.369999886,2.371999979,1.23300004,881545,31.76000214,17.23999977,8.960000038,6.407320023,10.10000038,17,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7268.284668
629,1983,29,1,0,0,0,0,0,21,0,0,0.5,0,0.5,253,114,52,3.680000067,1.657999992,0.755999982,901974,28.05000114,12.64000034,5.770000458,6.875,9.800000191,16.39999962,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7622.170898
630,1984,29,1,0,0,0,0,0,21,0,0,1,0,1,249,88,35,3.400000095,1.202000022,0.477999985,924905,26.91999817,9.510000229,3.779999971,7.32352972,7.800000191,15.89999962,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7918.142578
631,1985,29,1,0,0,0,0,0,21,0,0,1,0,1,259,119,60,3.420000076,1.57099998,0.791999996,951024,27.22999954,12.51000023,6.309999943,7.57310009,8,15.60000038,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7963.101074
632,1986,29,1,0,0,0,0,0,21,0,0,1,0,1,233,122,59,2.920000076,1.529000044,0.739000022,980653,23.75999832,12.43999958,6.019999981,7.979450226,6,15.29999924,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8136.874512
633,1987,29,0.25,0.75,0,0,0,2,21,0,0,1,0,1,262,115,62,3.119999886,1.368999958,0.737999976,1023417,25.59999847,11.23999977,6.059999943,8.397439957,6.300000191,14.90000057,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8205.296875
634,1988,29,0,1,0,0,0,2,21,0,0,1,0,1,286,134,66,3.180000067,1.49000001,0.734000027,1075025,26.60000038,12.46000099,6.140000343,8.993709564,5.199999809,14.39999962,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8366.046875
635,1989,29,0,1,0,0,0,2,21,0,0,1,0,1,308,143,59,3.279999971,1.523000002,0.628000021,1137367,27.07999992,12.56999969,5.190000057,9.390240669,5,14,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8256.12207
636,1990,29,0,1,0,0,0,2,21,0,0,1,0,1,343,164,96,3.359999895,1.606999993,0.939999998,1218629,28.15000153,13.45999908,7.880000114,10.20833015,4.900000095,13.50000095,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8376.897461
637,1991,29,0,1,0,0,0,2,21,0,0,1,0,1,298,141,68,2.839999914,1.343999982,0.648000002,1296171,22.98999977,10.88000107,5.25,10.49295998,5.599999905,13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8095.351563
638,1992,29,0,1,0,0,0,2,21,0,0,1,0,1,254,85,43,2.329999924,0.779999971,0.393999994,1351367,18.79999924,6.289999962,3.179999828,10.90128994,6.699999809,12.60000038,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8066.861328
639,1993,29,0,1,0,0,0,2,21,0,0,1,0,1,263,88,34,2.25999999,0.755999982,0.291999996,1411215,18.63999939,6.240000248,2.409999847,11.63716984,7.300000191,12.30000019,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8246.207031
640,1994,29,0,1,0,0,0,2,21,0,0,1,0,1,294,123,54,2.25999999,0.94599998,0.414999992,1499298,19.61000061,8.199999809,3.600000143,13.00884914,6.199999809,12.19999981,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8676.626953
641,1995,29,0,0.916999996,0,0.082999997,0,2,21,0,0,1,0,1,313,129,50,2.24000001,0.922999978,0.35800001,1581578,19.78999901,8.159999847,3.160000086,13.97321033,5.400000095,12.19999981,0.082999997,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8834.979492
642,1996,29,0,0,0,1,0,2,21,0,0,1,0,1,348,148,67,2.180000067,0.926999986,0.419999987,1666320,20.88000107,8.880000114,4.019999981,15.96329975,5.400000095,12.30000019,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9579.972656
643,1997,29,0,0,0,1,0,2,21,0.25,0,1,0,1,347,153,85,2.130000114,0.93900001,0.522000015,1764104,19.67000008,8.670000076,4.819999695,16.29108047,4.099999905,12.5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9234.761719
644,1998,29,0,0,0,1,0,2,21,1,0,1,0,1,361,155,72,2.089999914,0.897000015,0.416999996,1853191,19.47999954,8.36000061,3.889999866,17.27272987,4.300000191,12.60000038,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9320.53418
645,1999,29,0,0,0,1,0,2,21,1,0,1,0,1,350,144,55,2.00999999,0.827000022,0.316000015,1934718,18.09000015,7.440000057,2.840000153,17.41293907,4.400000095,12.80000019,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9000.24707
646,2000,29,0,0,0,1,0,2,21,1,0,1,0,1,323,139,73,1.830000043,0.787999988,0.414000005,1998257,16.15999985,6.960000038,3.650000095,17.65027046,4,13,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8832.833008
647,2001,29,0,0,0,1,0,2,21,1,0.5,1,0,1,314,140,67,1.720000029,0.76700002,0.367000014,2097722,14.96999931,6.670000076,3.190000057,18.25580978,5.300000191,13.19999981,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8702.682617
648,2002,29,0,0,0,1,0,2,21,1,1,1,0,1,381,165,78,2.119999886,0.917999983,0.433999985,2167455,17.57999992,7.609999657,3.600000143,17.97169876,5.5,13.19999981,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8291.613281
649,2003,29,0,0,0,1,0,2,21,1,1,0.75,0.25,1,368,180,95,1.909999967,0.934000015,0.493000001,2241154,16.42000008,8.029999733,4.239999771,19.26701927,5.199999809,13.19999981,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8596.918945
650,2004,29,0,0,0,1,0,2,21,1,1,0,1,1,395,173,81,2.039999962,0.893000007,0.418000013,2335000,16.92000008,7.409999847,3.470000029,19.3627491,4,13.19999981,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8292.398438
651,1980,30,1,0,0,0,0,0,20,0,0,0,0,0,194,110,64,3,1.700999975,0.99000001,920610,21.0700016,11.95000076,6.949999809,6.466670036,4.699999809,18.60000038,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7024.332031
652,1981,30,1,0,0,0,0,0,20,0,0,0,0,0,148,88,51,2.253000021,1.338999987,0.776000023,936642,15.81999969,9.399999619,5.440000534,6.570000172,5,18.39999962,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7014.419922
653,1982,30,1,0,0,0,0,0,20,0,0,0,0,0,173,86,56,2.480000019,1.23300004,0.802999973,947717,18.25,9.069999695,5.910000324,6.975810051,7.400000095,18,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7360.646484
654,1983,30,1,0,0,0,0,0,20,0,0,0.333000004,0,0,191,95,47,2.660000086,1.322999954,0.654999971,958123,19.93000031,9.920000076,4.909999847,7.180449963,5.400000095,17.70000076,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7494.288086
655,1984,30,1,0,0,0,0,0,20,0,0,1,0,0,192,76,49,2.630000114,1.041000009,0.671000004,976863,19.64999962,7.779999733,5.019999504,7.300379753,4.300000191,17.29999924,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7473.289551
656,1985,30,1,0,0,0,0,0,20.5,0,0,1,0,0,191,77,47,2.529999971,1.019999981,0.623000026,996757,19.15999985,7.730000019,4.720000267,7.549410343,3.900000095,16.79999924,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7573.972656
657,1986,30,1,0,0,0,0,0,21,0,0,1,0,0,172,81,37,2.170000076,1.021999955,0.467000008,1025056,16.77999878,7.900000095,3.610000134,7.926270008,2.799999952,16.39999962,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7732.523926
658,1987,30,0.291999996,0.708000004,0,0,0,0,21,0,0,1,0,0,179,77,45,1.950000048,0.838999987,0.49000001,1054283,16.97999954,7.300000191,4.269999981,9.179490089,2.5,15.89999962,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8706.855469
659,1988,30,0,1,0,0,0,0,21,0,0,1,0,0,166,70,45,1.730000019,0.730000019,0.469000012,1082576,15.32999992,6.470000267,4.159999847,9.595379829,2.400000095,15.39999962,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8863.469727
660,1989,30,0,1,0,0,0,0,21,0,0,1,0,0,187,80,38,1.899999976,0.813000023,0.386000007,1104524,16.93000031,7.239999771,3.440000057,9.842110634,3.5,14.90000057,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8910.726563
661,1990,30,0,1,0,0,0,0,21,0,0,1,0,0,158,59,25,1.610000014,0.601000011,0.254999995,1111831,14.21000004,5.31000042,2.25,9.813660622,5.699999809,14.30000114,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8826.576172
662,1991,30,0,1,0,0,0,0,21,0,0,1,0,0,144,61,31,1.450000048,0.614000022,0.312000006,1109929,12.97000027,5.5,2.7900002,9.931030273,7.199999809,13.69999981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8947.446289
663,1992,30,0,1,0,0,0,0,21,0,0,1,0,0.5,122,40,18,1.210000038,0.397000015,0.179000005,1117784,10.90999985,3.580000162,1.610000014,10.08263969,7.5,13.30000019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9020.204102
664,1993,30,0,1,0,0,0,0,21,1,0,1,0,1,121,47,28,1.169999957,0.453999996,0.270999998,1129458,10.71000004,4.159999847,2.480000019,10.34187984,6.599999905,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9156.498047
665,1994,30,0,1,0,0,0,0,21,1,0,0,1,1,119,44,23,1.129999995,0.418000013,0.217999995,1142560,10.42000008,3.849999905,2.00999999,10.53096962,4.599999905,12.70000076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9216.995117
666,1995,30,0,1,0,0,0,0,21,1,0,0,1,1,118,47,26,1.110000014,0.442000002,0.245000005,1157561,10.19000053,4.059999943,2.25,10.63062954,4,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9183.645508
667,1996,30,0,1,0,0,0,0,21,1,0,0,1,1,134,49,21,1.220000029,0.44600001,0.191,1174719,11.40999985,4.170000076,1.790000081,10.98361015,4.199999809,12.30000019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9349.989258
668,1997,30,0,1,0,0,0,0,21,1,0,0,1,1,125,50,25,1.120000005,0.448000014,0.224000007,1189425,10.51000023,4.199999809,2.099999905,11.16071033,3.099999905,12.30000019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9383.282227
669,1998,30,0,1,0,0,0,0,21,1,1,0,1,1,128,48,27,1.110000014,0.416000009,0.233999997,1205940,10.60999966,3.980000019,2.24000001,11.53153038,2.900000095,12.39999962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9562.275391
670,1999,30,0,1,0,0,0,0,21,1,1,0,1,1,140,60,29,1.179999948,0.505999982,0.244000003,1222014,11.46000004,4.909999847,2.370000124,11.8644104,2.700000048,12.60000038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9708.898438
671,2000,30,0,1,0,0,0,0,21,1,1,0,1,1,126,49,24,1.049999952,0.407999992,0.200000003,1235786,10.19999981,3.970000267,1.940000057,12,2.799999952,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9710.418945
672,2001,30,0,1,0,0,0,0,21,1,1,0,1,1,142,57,27,1.149999976,0.462000012,0.218999997,1259359,11.28000069,4.53000021,2.140000105,12.34782982,3.5,13.40000057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9804.853516
673,2002,30,0,1,0,0,0,0,21,1,1,0,1,1,127,52,20,1.00999999,0.414000005,0.158999994,1274405,9.969999313,4.079999924,1.570000052,12.57425976,4.699999809,13.60000038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9866.768555
674,2003,30,0,1,0,0,0,0,21,1,1,0,1,1,127,49,23,0.959999979,0.370000005,0.173999995,1287687,9.859999657,3.810000181,1.790000081,13.22916985,4.300000191,13.79999924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10273.59082
675,2004,30,0,1,0,0,0,0,21,1,1,0,1,1,171,69,42,1.289999962,0.521000028,0.317000002,1300000,13.15000057,5.31000042,3.230000019,13.25580978,3.400000095,13.89999962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10196.77734
676,1980,31,1,0,0,0,0,0,19,0,0,0,0,0,1120,623,341,2.200000048,1.223999977,0.670000017,7364823,15.21000004,8.460000038,4.630000114,50.90908813,7.199999809,17.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6912.46582
677,1981,31,1,0,0,0,0,0,19,0,0,0,0,0,1162,613,300,2.263999939,1.194000006,0.583999991,7407465,15.62000084,8.279999733,4.050000191,51.32799911,7.300000191,17.39999962,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6929.226074
678,1982,31,1,0,0,0,0,0,19,0,0,0,0,0,1061,591,305,2.039999962,1.136000037,0.586000025,7430961,14.27999973,7.950000286,4.099999905,52.00979996,9,17.20000076,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6999.067871
679,1983,31,1,0,0,0,0,0,21,0,0,0.75,0,0,932,469,227,1.779999971,0.896000028,0.433999985,7467809,12.4800005,6.28000021,3.039999962,52.35955048,7.800000191,16.89999962,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7011.367188
680,1984,31,1,0,0,0,0,0,21,0,0,1,0,0,922,414,179,1.75999999,0.790000021,0.342000008,7515497,12.27000046,5.510000229,2.380000114,52.38636017,6.199999809,16.69999886,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6970.445313
681,1985,31,1,0,0,0,0,2,21,0,0,1,0,0,964,472,222,1.830000043,0.896000028,0.421000004,7565531,12.74000072,6.240000248,2.930000067,52.67760086,5.699999809,16.5,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6962.842773
682,1986,31,1,0,0,0,0,2,21,0,0,1,0,0,1039,482,231,1.870000005,0.867999971,0.416000009,7622160,13.63000011,6.320000172,3.029999971,55.56150055,5,16.30000114,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7289.469238
683,1987,31,1,0,0,0,0,2,21,0,0,1,0,0,1023,469,226,1.789999962,0.82099998,0.395000011,7670750,13.34000015,6.110000134,2.949999809,57.15084076,4,15.80000114,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7450.489258
